destination,country/city
Monastery of St John the Theologian,Greece
Moni Taxiarhou Mihail Panormiti,Greece
Castle of Myrina,Greece
St Valsamidis,Greece
Mikro Horio,Greece
Horio,Greece
Knights of St John Castle,Greece
Bouboulina’s Museum,Greece
Episkopi,Greece
Livadakia,Greece
Kimisis Tis Theotokou Cathedral,Greece
Archaeological Museum of Poros,Greece
Fanore Beach,Ireland
Historical and Ethnographical Museum,Greece
Spanish Point,Ireland
White Strand,Ireland
Church of Agioi Anargyroi,Greece
Folk Art Museum,Greece
Dadia-Lefkimi-Soufli National Park,Greece
Archaeological Site of Abdera,Greece
Old Metropolis,Greece
Archaeological Museum of Florina,Greece
Craggaunowen,Ireland
Waterfalls Park,Greece
Vikos Gorge,Greece
Nenagh Heritage Centre,Ireland
Temple of Apollo,Greece
Skellig Michael,Ireland
Vergina Royal Tombs Museum,Greece
Kilmallock Abbey,Ireland
Allihies Copper Mine Museum,Ireland
Derrynane National Historic Park,Ireland
Moni Agias Triados,Greece
Ring Forts,Ireland
Meteora Geological History Museum,Greece
Agathon Monastery,Greece
Kilravock Garden,Ireland
Fota House Arboretum & Gardens,Ireland
Neo Kastro,Greece
Duiske Abbey,Ireland
Temple of Epicurean Apollo,Greece
Mystras,Greece
Patrick Leigh Fermor House,Greece
Kalogria,Greece
Ancient Mycenae,Greece
Open Air Water-Power Museum,Greece
Pikoulakis Tower House Museum,Greece
Byzantine Museum of Argolis,Greece
Museum of the Kalavryta Holocaust,Greece
Mineralogical Museum,Greece
Museum in the Park,England
Berkeley Castle,England
Petroglyphs,Morocco
Uley Bury,England
Cotswold Falconry Centre,England
Arlington Row,England
Stade,England
Old Mill,England
Rollright Stones,England
Guildhall Museum,England
Markt,Germany
Mönchgüter Museen,Germany
Dokumentationszentrum Prora,Germany
City Wall,Germany
Seebrüucke,Germany
Schloss Güstrow,Germany
Braasch,Germany
Schloss Glücksburg,Germany
Passat,Germany
Dom St Petri,Germany
Juister Küstenmuseum,Germany
Borkumriff,Germany
Grosse Kunstschau,Germany
Water Tower,Germany
Nationalpark Haus-Gezeitenhaus,Germany
Nationalpark-Haus-Wattenmeer,Germany
Deutsches Auswandererhaus,Germany
Nationalparkhaus,Germany
Herzog August Bibliothek,Germany
Göttinger Wald,Germany
Dommuseum,Germany
Augusteum,Germany
Deutsches Hugenotten Museum,Germany
Schloss Museum Jever,Germany
Museum in der Kaiserpfalz,Germany
Schloss Celle,Germany
Gedenkstätte Bergen-Belsen,Germany
LWL-Museum für Kunst und Kultur,Germany
Burgruine Polle,Germany
Tetraeder,Germany
Siegerlandmuseum im Oberen Schloss,Germany
Schloss Augustusburg,Germany
Landschaftspark Duisburg-Nord,Germany
Gasometer Oberhausen,Germany
Eisenbahnmuseum Bochum,Germany
Moderne Galerie,Germany
Severuskirche,Germany
Grevenburg,Germany
Kloster Machern,Germany
Mäuseturm,Germany
Oberwesel Kulturhaus,Germany
Weinmuseum,Germany
Völklinger Hütte,Germany
Kurpark,Germany
Museum für Weinkultur,Germany
Testturm,Germany
Burg Trausnitz,Germany
Upper Danube Valley Nature Reserve,Germany
Geburtshaus,Germany
Ursulinenkirche,Germany
Calligraphie Tifinaghe,Morocco
Plage Sauvage,Morocco
CrocoParc,Morocco
Taourirt Kasbah,Morocco
Imlil Waterfalls,Morocco
Dom,Germany
Igherm Iqadarne,Morocco
Source Sidi El Wafi,Morocco
Geigenbaumuseum,Germany
Cascades d'Imouzzer,Morocco
Bavarian Forest National Park,Germany
Oberammergau Museum,Germany
Djemaa El Fna,Morocco
Bayerisches Eisenbahnmuseum,Germany
Cascades d'Ouzoud,Morocco
Kalvarienberg,Germany
Sebt Aït Bououli,Morocco
Kyffhäuser Denkmal,Germany
Rosstrappe,Germany
Dornburger Schlösser,Germany
Schloss Wilhelmsburg,Germany
Feengrotten & Feenweltchen,Germany
John Cage Orgel Kunst Projekt,Germany
El Peñón de Vélez de la Gomera,Morocco
Town Fortification,Germany
Schloss Friedenstein,Germany
Grotte du Chameau,Morocco
Münster St Georg,Germany
Schloss Wernigerode,Germany
Grottes d’Hercule,Morocco
Naumberger Dom,Germany
Grosser Burgberg,Germany
Luther's Sterbehaus,Germany
Wörlitz Park & Schloss Wörlitz,Germany
Landesmuseum für Vorgeschichte,Germany
Museum Kirche zum Heiligen Kreuz,Germany
Heiliges Grab,Germany
Rammelsberg Museum & Besucherbergwerk,Germany
Muskauer Park,Germany
St Marienkirche,Germany
Museum Schloss Lübben,Germany
SMAC,Germany
Park & Schloss Branitz,Germany
Spiaggia di Piscinas,"Italy,Sardinia"
Su Gologone,"Italy,Sardinia"
Personenaufzug,Germany
Spiaggia Capriccioli,"Italy,Sardinia"
Freilandmuseum Lehde,Germany
Antico Stabilimento Balneare di Mondello,"Italy,Sicily"
L'Ecomuseo del Pollino,Italy
Tempio di Antas,"Italy,Sardinia"
Riserva Naturale dello Zingaro,"Italy,Sicily"
Chiesetta di Piedigrotta,Italy
Basilica di Santa Caterina d'Alessandria,"Italy,Puglia"
Convento del Deserto,Italy
Mt Vesuvius,Italy
Parco Archeologico di Grumentum,Italy
Castello Ruffo,Italy
Parco Archeologico di Cuma,Italy
Grotte di Castelcivita,Italy
Museo Sannitico,Italy
Hotel Campo Imperatore,Italy
Museo Archeologico Nazionale d'Abruzzo – Villa Frigerj,Italy
Museo Delta Antico,Italy
Spiaggia delle Due Sorelle,Italy
Via della Rocca,"Italy,Tuscany"
Centro Storico,Italy
Castello di Conegliano,Italy
Biblioteca Guarneriana,Italy
Civico Museo Storico,Italy
Tempietto Longobardo,Italy
Parco Naturale Sciliar-Catinaccio,Italy
Fortezza Orsini,"Italy,Tuscany"
Villa Foscari,Italy
Tirano,Italy
Giardino Alpino Paradisia,Italy
Museo di Arte Moderna e Contemporanea Rovereto,Italy
Museo del Vino a Barolo,Italy
Museo Archeologico di Sperlonga e Villa di Tiberio,"Italy,Lazio"
Dragon Bridge,Vietnam
Centro Visito Batterie Silvio Sommazzi,Italy
Abbazia di San Fruttuoso,Italy
Giardini Botanici Hanbury,Italy
Sin Ho Market,Vietnam
Museo Archeologico Nazionale di Palestrina,"Italy,Lazio"
Wolfsoniana,Italy
Thredbo Ski Museum,"Australia,New South Wales"
Chambers of the Black Hand,"Australia,New South Wales"
Careys Cave,"Australia,New South Wales"
Hoa Lo Prison Museum,Vietnam
Age of Fishes Museum,"Australia,New South Wales"
Hacienda San Pedro,Puerto Rico
Hacienda Tres Angeles,Puerto Rico
Pioneer Village Museum,"Australia,New South Wales"
Hacienda Pomarrosa,Puerto Rico
Bosque Estatal de Susúa,Puerto Rico
Iglesia San Blas,Puerto Rico
Hawkesbury Regional Museum,"Australia,New South Wales"
Borris House,"Ireland,County Carlow"
Dunbrody Abbey,Ireland
St Edan's Cathedral,Ireland
Hook Lighthouse,Ireland
Dwejra Bay & Dwejra Point,Malta
Quaker Museum,Ireland
Oughterard Round Tower & Cemetery,Ireland
Newbridge Silverware,Ireland
San Blas Bay,Malta
Basilica of Ta'Pinu,Malta
Ta'Ċenċ Sea Cliffs,Malta
Mġarr Shelter,Malta
St Thomas Bay,Malta
Wied il-Għasri,Malta
Filfla,Malta
Palazzo Parisio,Malta
Red (St Agatha's) Tower,Malta
Popeye Village,Malta
Is-Simar Nature Reserve,Malta
Splash & Fun Park,Malta
Thistlegorm,"Egypt,Sinai"
Park tal-Majjistral,Malta
Salem Express,Egypt
St Peter's Pool,Malta
Tanis,Egypt
Tomb of Panehsy (No 6),Egypt
Necropolis of Al Bagawat,Egypt
Greenan Maze,Ireland
Għar Dalam Cave & Museum,Malta
Great Temple of Ramses II,Egypt
Sha’ab Al Erg,Egypt
Matvilla Beach,Tanzania
Wadi Al Hittan,Egypt
Chagga Live Museum,Tanzania
Urithi Tanga Museum,"Tanzania,Northeastern Tanzania"
Kizimkazi Old Mosque,Tanzania
Parque Machía,Bolivia
Laguna Isirere,Bolivia
Iglesia de San Xavier,Bolivia
Palacio Portales,Bolivia
Catedral de Concepción,Bolivia
Iglesia de San Ignacio,Bolivia
Iglesia de los Santos Desposorios,Bolivia
Museo Histórico Militar de Camiri,Bolivia
Dinosaur Tracks,Bolivia
Parque Nacional Serranía del Aguaragüe,Bolivia
Sunday Market,Bolivia
Mnarani Marine Turtle Conservation Pond,Tanzania
Kiwengwa-Pongwe Forest Reserve,Tanzania
Kalasasaya,Bolivia
Cathedral,"Bolivia,Lake Titicaca"
Lamaria Church,Georgia
Soviet-Georgian Friendship Monument,Georgia
Yumani,Bolivia
İlisu Village,Azerbaijan
Hamill House,USA
St Astvatsatsin Church,Armenia
Thy National Park,Denmark
Museumscenter Hanstholm,Denmark
Rubjerg Knude,Denmark
Sæby Havn,Denmark
Randers Regnskov,Denmark
Jelling Kirke,Denmark
Møgeltønder Kirke,Denmark
Sønderborg Slot,Denmark
Søbygaard,Denmark
Fyrkat,Denmark
Tønder Museum,Denmark
Kattegatcentret,Denmark
Himmelbjerg Tårnet,Denmark
Fanø Klitplantage,Denmark
Marstal Søfartsmuseum,Denmark
Det Gamle Værft,Denmark
Tickon,Denmark
Faaborg Arrest,"Denmark,Funen"
Langelandsmuseum,Denmark
Store Tårn,Denmark
Vikingemuseet Ladby,Denmark
Bornholms Kunstmuseum,Denmark
Hammershus Slotsruin,Denmark
Glastorvet,Denmark
Bornholms Sommerfuglepark,Denmark
NaturBornholm,Denmark
Middelaldercentret,Denmark
Thorsvang,Denmark
Marielyst Strand,Denmark
Liselund,Denmark
Bornholmertårnet,Denmark
Danmarks Borgcenter,Denmark
Elmelunde Kirke,Denmark
Maribo Domkirke,Denmark
Trelleborg Museum,Denmark
Asserbo Slotsruin,Denmark
Sorø Kirke,Denmark
Karen Blixen Museet,Denmark
Rudolph Tegners Museum & Statuepark,Denmark
Fredensborg Slot,Denmark
Frederiksborg Slot,Denmark
Vallø Slot,Denmark
Vedette (Watchtower),Malta
Museum of Political Prisoners,Ukraine
Dzhuma-Dzhami Mosque,Ukraine
Catedral de Plasencia,Spain
Palacio Quemado,Spain
Real Monasterio de Santa María de Guadalupe,Spain
Castillo de Trevejo,Spain
Upper Rock Nature Reserve,
Catedral de Santa María de la Asunción,Spain
Castillo de Santa Catalina,"Spain,Andalucía"
Voloshin's House,Ukraine
Museo de la Cereza,Spain
Museo Pérez Comendador-Leroux,Spain
Real Casino de Murcia,Spain
Ca n'Oliver,Spain
Monasterio de Yuste,Spain
Fortaleza de Monterreal,Spain
Praia As Catedrais,Spain
Igrexa de Santa María A Nova,Spain
Catedral de Santa Maria,Spain
Edificio Sarmiento,Spain
Old Town,Spain
Praia A Lanzada,Spain
Igrexa de Santiago,Spain
Monasterio de Santo Toribio de Liébana,Spain
Torreón dos Andrade,Spain
Igrexa de Santiago-San Francisco,Spain
Parque Nacional de los Picos de Europa,Spain
Playa del Silencio,"Spain,Asturias"
Capilla de Santa Cruz,Spain
Playa de Torimbia,"Spain,Asturias"
Colegiata de Santa Juliana,"Spain,Cantabria"
El Soplao,"Spain,Cantabria"
Centro Cultural Internacional Oscar Niemeyer,"Spain,Asturias"
Palacio de Sobrellano,"Spain,Cantabria"
Bodegas Ysios,"Spain,Basque Country"
Catedral de Santo Domingo de la Calzada,"Spain,La Rioja"
Museo de Altamira,Spain
Playa de Sonabia,"Spain,Cantabria"
Monasterio de Santa María la Real,"Spain,La Rioja"
Museo de la Rioja,Spain
Monasterio de Suso,"Spain,La Rioja"
Museo Gustavo de Maeztu,"Spain,Navarra"
Arrikrutz Caves,"Spain,Basque Country"
Castillo de Javier,"Spain,Navarra"
Museo de Navarra,Spain
Cristóbal Balenciaga Museoa,"Spain,Basque Country"
Catedral del Salvador,Spain
Museo Guggenheim Bilbao,Spain
Museo de Arte Contemporáneo,Spain
Isla de San Nicolás,"Spain,Basque Country"
Basque Coast Geopark,"Spain,Basque Country"
Museo Diocesano,Spain
Ecomuseu,Spain
Castell de Cardona,Spain
Colegiata de Santa María,Spain
Esglèsia de Santa Maria,Spain
Palau Episcopal,Spain
Museu Municipal,Spain
Monestir de Sant Joan de les Abadesses,Spain
Monestir de Santa Maria,Spain
Museu dels Volcans,Spain
Cap de Sant Sebastià,Spain
Empúries,Spain
Jardins de Cap Roig,Spain
Castell de Montgrí,Spain
Glèisa de Sant Miquèu,Spain
Pont Fortificat,Spain
Catedral de Santa María de Sigüenza,Spain
Corral de Comedias,Spain
Monestir de Montserrat,"Spain,Catalonia"
Abadía de Santo Domingo de Silos,Spain
Torres,Spain
Monasterio de Santa María la Real,Spain
Iglesia de Santa María de Mediavilla,Spain
St-Pierre-de-la-Vernière,"Canada,Québec"
Colegiata Santa María La Mayor,Spain
St Janskathedraal,The Netherlands
Versos Microbodega,Spain
Healesville Sanctuary,"Australia,Victoria"
Textile Museum,The Netherlands
Paleis Het Loo,The Netherlands
Woudrichem,The Netherlands
Nieuwe Toren,The Netherlands
John Frostbrug,The Netherlands
Catedral de Santa María,Spain
Museum de Waag,The Netherlands
Kamp Westerbork,The Netherlands
Museum Tromp's Huys,The Netherlands
Drents Museum,The Netherlands
Bourtange Fortress,The Netherlands
Bunker Museum,The Netherlands
Blokhuispoort,The Netherlands
Fries Scheepvaart Museum,The Netherlands
Het Eerste Friese Schaatsmuseum,The Netherlands
Eise Eisinga Planetarium,The Netherlands
De Tobbedanser,The Netherlands
Kinderdijk,The Netherlands
Keukenhof Gardens,The Netherlands
Abdij,The Netherlands
Stadhuis,The Netherlands
Heksenwaag,The Netherlands
Huis Doorn,The Netherlands
Rietveld-Schröderhuis,The Netherlands
Batavialand,The Netherlands
Vuurtoren van Urk,The Netherlands
Comenius Museum,The Netherlands
Marker Museum,The Netherlands
Volendams Museum,The Netherlands
Zaanse Schans Windmills,The Netherlands
Kasteel Radboud,The Netherlands
Marine Museum,The Netherlands
Our Lady of the Way,Canada
Frank Slide Interpretive Centre,Canada
Muiderslot,The Netherlands
Westfries Museum,The Netherlands
Museo de Escultura,Honduras
Clearwater Lake Provincial Park,Canada
Colony of Avalon,Canada
Royal Canadian Artillery Museum,Canada
North Cape Interpretive Centre,Canada
Prince Albert Historical Museum,Canada
Wolf Statues,Canada
Glasgow Glen Farm,Canada
Cape Bear Lighthouse & Marconi Station,Canada
Sugarloaf Provincial Park,Canada
Les Trois Pignons,Canada
Old Sow Whirlpool,Canada
Chisasibi Heritage & Cultural Centre,Canada
Ingonish Beach,Canada
Haliburton House,Canada
Robert-Bourassa Generating Facility,Canada
La Cité de l'Or,Canada
Le Fumoir d'Antan,Canada
Peggy's Point Lighthouse,Canada
Seal Interpretation Center,Canada
Le Site d'Autrefois,Canada
St-Pierre-de-la-Vernière,Canada
Maison de la Culture Roland-Jomphe,Canada
Parc National d'Anticosti,Canada
Pointe des Monts Lighthouse,Canada
Les Galets,Canada
Grotte de St Elzéar,Canada
Parc National de Miguasha,Canada
Musée Amérindien et Inuit,Canada
Jardins de Métis,Canada
Musée de la Gaspésie,Canada
Hamilton Manor,Canada
Matamajaw Historic Site,Canada
Exploramer,Canada
Île-aux-Basques,Canada
Centre d'Art Marcel Gagnon,Canada
Musée de la Mémoire Vivante,Canada
Musée de l'Accordéon,Canada
Pointe Noire Observation Centre,Canada
Cap de Bon Désir Interpretation Centre,Canada
Parc National du Fjord-du-Saguenay,Canada
Maison Drouin,Canada
Parc National des Hautes Gorges de la Rivière Malbaie,Canada
Parc National de la Jacques-Cartier,Canada
Village Vacances Valcartier,Canada
Terasse du Chevalier-de-Lévis,Canada
Musée J Armand Bombardier,Canada
Vignoble l’Orpailleur,Canada
Mont-Tremblant Village,Canada
Orford Musique,Canada
La Scala Santa,Canada
Bromont Flea Market,Canada
Musée Historique du Comté de Brome,Canada
Hoʻokipa Beach Park & Overlook,"USA,Hawaii"
Centre Touristique Éducatif des Laurentides,Canada
Liliʻuokalani Park,"USA,Hawaii"
Grove Farm,"USA,Hawaii"
Musée d’Art Contemporain des Laurentides,Canada
Paniolo Heritage Center,"USA,Hawaii"
Ecola State Park,USA
Fort Stevens State Park,USA
Cape Sebastian State Park,USA
Jacksonville Cemetery,USA
Oregon Coast Aquarium,USA
McKenzie Pass Area,USA
Timberline Lodge,USA
Washed Ashore Gallery & Workshop,USA
Fort Walla Walla Museum,USA
History Museum of Hood River County,USA
Silver Falls State Park,USA
Port Angeles Fine Arts Center,USA
Lithia Park,USA
Smith Rock State Park,USA
Washington State Capitol,USA
McDonald Observatory,"USA,Texas"
Hancock Hill,"USA,Texas"
MacGregor Ranch Museum,USA
Kauffman House Museum,USA
Bishop's Palace,"USA,Texas"
Frontier Times Museum,"USA,Texas"
National Hall of Fame for Famous American Indians,USA
Cadillac Ranch,"USA,Texas"
Boot Hill Museum,"USA,Kansas"
Old Cowtown Museum,"USA,Kansas"
Eisenhower Presidential Center,"USA,Kansas"
Brown v Board of Education National Historic Site,"USA,Kansas"
National Museum of the Pacific War,"USA,Texas"
Spencer Museum of Art,"USA,Kansas"
Fargo Woodchipper,USA
Lincoln Children's Museum,USA
Wall Drug,USA
Statues of Presidents,USA
Mt Moriah Cemetery,USA
South Dakota Cultural Heritage Center,USA
Truman Home,USA
National Mississippi River Museum & Aquarium,USA
Brys Estate Vineyard & Winery,USA
Falls Park,USA
Herbert Hoover National Historic Site,USA
Da Yoopers Tourist Trap and Museum,USA
North Dakota Heritage Center,USA
Green Bay Packers Hall of Fame,USA
Historic Loop,USA
Ozark Folk Center State Park,USA
Indiana University,USA
Broad Art Museum,USA
Henry Ford Museum,USA
Heartwood,"USA,Virginia"
George C Marshall Museum,"USA,Virginia"
Battleship North Carolina,USA
Skyline Caverns,"USA,Virginia"
Frontier Culture Museum,"USA,Virginia"
University of Virginia,"USA,Virginia"
Delaware Art Museum,"USA,Delaware"
Old State House,"USA,Delaware"
Carroll Creek Park,"USA,Maryland"
Cape Henlopen State Park,"USA,Delaware"
Nietzsche Haus,Switzerland
Gettysburg National Military Park,"USA,Pennsylvania"
Cape Cod Museum of Natural History,USA
Head of the Meadow Beach,USA
Marconi Beach,USA
Monomoy National Wildlife Refuge,USA
Cuevas de Ak'tun Kan,Guatemala
Po Lin Monastery & Big Buddha,"China,Hong Kong"
Iglesia de San Jacinto,Guatemala
Iglesia San Andrés Xecul,Guatemala
Museo de Sololá,Guatemala
Iglesia San Francisco El Alto,Guatemala
Cultural Village,Lesotho
Casa del Tejido Antiguo,Guatemala
Port Nolloth Museum,South Africa
Orange River Cellars,South Africa
Republic of Rustica,South Africa
St John's Church,South Africa
Goegap Nature Reserve,South Africa
Big Hole,South Africa
Madikwe Game Reserve,South Africa
Mafikeng Museum,"South Africa,North West Province"
War Memorial & Long Tom Monument,South Africa
Musina Nature Reserve,South Africa
Bambelela,South Africa
Polokwane Game Reserve,South Africa
Chimp Eden,South Africa
Graskop Gorge Lift,South Africa
Shangana Cultural Village,South Africa
Diggings Museum,South Africa
Lydenburg Museum,South Africa
Dullstroom Bird of Prey & Rehabilitation Centre,South Africa
Komatiland Forestry Museum,South Africa
Lionsrock,South Africa
Modderpoort Cave Church,South Africa
Museum Transgariep,South Africa
Museum of the World Ocean,Russia
Cape Columbine Nature Reserve,South Africa
Solovetsky Transfiguration Monastery,"Russia,Northern European Russia"
Monkeyland,South Africa
Museum,South Africa
Marie Rawdon Museum,South Africa
Knysna Lagoon,South Africa
Outeniqua Transport Museum,South Africa
Goukamma Nature Reserve,South Africa
Eseltjiesrus Donkey Sanctuary,South Africa
Oakhurst Olives,South Africa
De Krans,South Africa
Leiwater Dam,South Africa
Viljoensdrift,South Africa
Karoo Desert National Botanical Garden,South Africa
Genadendal Mission Station,South Africa
Marloth Nature Reserve,South Africa
Korbu Waterfall,Russia
National Museum,Russia
Shaman Rocks,Russia
