destination,country
Yaşayan Museum,Turkey
Midas Tumulus,Turkey
Sipahioğlu Konağı,Turkey
Old Town,Turkey
Alacahöyük Excavation Area,Turkey
Syedra,Turkey
Kızkalesi Castle,Turkey
Hatay Archaeology Museum,Turkey
Crusader Castle,Turkey
İskenderun Naval Museum,Turkey
Selge,Turkey
Aspendos,Turkey
Phaselis,Turkey
Kekova,Turkey
Xanthos,Turkey
Kayaköy (Levissi) Abandoned Village,Turkey
Letoon,Turkey
Myra,Turkey
Old Town,Turkey
Sagalassos,Turkey
Odunpazarı,Turkey
Midas Şehri,Turkey
Ulu Cami,Turkey
Uludağ Teleferik,Turkey
Dibeklihan Culture & Art Village,Turkey
Mudanya Mütareke Evi Müzesi,Turkey
ARThill,Turkey
Labranda,Turkey
Herakleia,Turkey
Temple of Apollo,Turkey
Muradiye Mosque,Turkey
Teos,Turkey
Church of St Demetrius,Turkey
Ruins of Sardis,Turkey
Beşkapılar,Turkey
Rahmi M Koç Museum,Turkey
Çandarlı Castle,Turkey
Museum of Troy,Turkey
Antandros,Turkey
Apollon Smintheion,Turkey
Dilek Peninsula-Büyük Menderes National Park,Turkey
Corvus Vineyard,Turkey
Tynemouth Priory,England
Peel Castle,England
Great Laxey Wheel,England
Nagadipa Temple,Sri Lanka
Kilitbahir Castle Museum,Turkey
Tepeköy,Turkey
Fort Hammenhiel,Sri Lanka
Rákóczi Museum,Turkey
Mandalagiri Vihara,Sri Lanka
Magul Maha Vihara,Sri Lanka
Henerathgoda Botanic Gardens,Sri Lanka
Keerimalai Spring,Sri Lanka
Nalanda Gedige,Sri Lanka
Worms Head,Wales
Paateri,Finland
Arctic Cathedral,Norway
Linnoitus,Finland
Gamlebyen,Norway
Falaise d’Aval,France
Uva Halpewaththa Tea Factory,Sri Lanka
Culzean Castle & Country Park,Scotland
New Lanark Visitor Centre,Scotland
Hagia Triada Monastery,Turkey
Scottish Maritime Museum,Scotland
McLean Museum & Art Gallery,Scotland
Batina Monument,Croatia
Tinggi Hari,Indonesia
A1 Hill,Vietnam
Gunung Kerinci,Indonesia
Norman Keep & Castle Museum,England
Bada Valley,Indonesia
Ban Gioc Waterfall,Vietnam
Kawah Ijen,Indonesia
Ujung Kulon National Park,Indonesia
Prambanan Temple,Indonesia
Tasikoki Wildlife Rescue,Indonesia
Ke'te Kesu',Indonesia
Kraton,Indonesia
Rutland Water Nature Reserve,England
Samboja Lestari,Indonesia
Mesjid Raya Baiturrahman,Indonesia
Gunung Sibayak,Indonesia
Prasat Phanom Rung,Thailand
Flatford,England
Pasar Terapung Lok Baintan,Indonesia
Sandringham,England
Holkham National Nature Reserve,England
Titchwell Marsh,England
Sukhothai Historical Park,Thailand
Ang Thong Marine National Park,Thailand
Eden Project,England
El Fuerte,Bolivia
Chanthaboon Waterfront Community,Thailand
Durdle Door,England
Erawan National Park,Thailand
St Pancras Church,England
Royal Observatory,"England,London"
Corfe Castle,England
Beachy Head,England
St Margaret’s Bay,England
Parque Nacional Sierra de las Quijadas,Argentina
Lopud,Croatia
British Library,"England,London"
City Walls & Forts,Croatia
Monastère Notre Dame de Ganagobie,France
Parque Provincial Aconcagua,Argentina
Quilmes,Argentina
Manzana Jesuítica,Argentina
Dà Zhào,China
Musée d’Art Moderne,France
Lectoure,France
Place des Consuls,France
Grotte de Font de Gaume,France
St Mark’s Cathedral,Croatia
Brahmasarovar,India
Trinidad History Museum,USA
Château de Tournoël,France
Klondike Gold Rush National Historical Park,"USA,Seattle"
Pike Place Market,"USA,Seattle"
Musée des Minéraux et de la Faune des Alpes,France
Jardin des Cinq Sens,France
Puerto Egas,Ecuador
Chantier Médiéval de Guédelon,France
Théâtre Antique,France
Museum of Pop Culture,"USA,Seattle"
Langston Hughes Performing Arts Center,"USA,Seattle"
Punta Espinoza,Ecuador
Green Lake Park,"USA,Seattle"
Bat Colony Under Congress Avenue Bridge,"USA,Texas"
Zilker Park,"USA,Texas"
Field Museum of Natural History,"USA,Chicago"
Museum of Science & Industry,"USA,Chicago"
George Washington Carver Museum,"USA,Texas"
Museum of Flight,"USA,Seattle"
Garden of the Gods,USA
Wrigley Field,"USA,Chicago"
Kavi Gupta Gallery,"USA,Chicago"
Intuit: The Center for Intuitive & Outsider Art,"USA,Chicago"
Myrtiotissa Beach,Greece
Archaeological Site of Alyki,Greece
Folklore Museum,Greece
Graceland Cemetery,"USA,Chicago"
Navy Pier,"USA,Chicago"
Art Institute of Chicago,"USA,Chicago"
Folklore Museum,Greece
Museum of Contemporary Art,"USA,Chicago"
Seychelles Beach,Greece
Metalia Beach,Greece
Busy Beaver Button Museum,"USA,Chicago"
Nas Beach,Greece
Gili Asahan,Indonesia
Historic & Folklore Museum,Greece
Zakros Palace,Greece
Pandeli Castle,Greece
Joshua District,Indonesia
Moni Dochiariou,Greece
Balangan Beach,Indonesia
Makam Jayaprana,Indonesia
Kastro – Medieval Village,"Greece,Peloponnese"
Blue Field Tea Estate,Sri Lanka
Classic Car Museum,Sri Lanka
Art in the Port,Greece
Minneriya National Park,Sri Lanka
Tomb of the Eagles,Scotland
Peradeniya Botanic Gardens,Sri Lanka
Dondra Head Lighthouse,Sri Lanka
Bambarakanda Falls,Sri Lanka
Handunugoda Tea Estate,Sri Lanka
Skara Brae,Scotland
Culzean Castle & Country Park,Scotland
Fossil & Heritage Centre,Scotland
North Ronaldsay Lighthouse,Scotland
Hill House,Scotland
Tangwick Haa Museum,Scotland
Whalsay Heritage Centre,Scotland
St Ninian's Isle,Scotland
Scalloway Museum,Scotland
Mousa Broch,Scotland
Da Gairdins i Sand,Scotland
Bonhoga Gallery,Scotland
Hermaness National Nature Reserve,Scotland
Brough of Birsay,Scotland
Hugh Miller’s Cottage & Museum,Scotland
Skara Brae,Scotland
Fortrose Cathedral,Scotland
Croick,Scotland
Grey Cairns of Camster,Scotland
Forsinard Flows Visitor Centre,Scotland
Northwest Highlands Geopark,Scotland
Beinn Eighe Visitor Centre,Scotland
Eas a’Chual Aluinn,Scotland
Isle of Harris Distillery,Scotland
Uig Museum,Scotland
Callanish Standing Stones,Scotland
Iron Age House,Scotland
Blackhouse Museum,Scotland
Dunrobin Castle,Scotland
Dunvegan Castle,Scotland
Culloden Visitor Centre,Scotland
Eilean Donan Castle,Scotland
Commando Memorial,Scotland
Trea­sures of the Earth,Scotland
Bright Water Visitor Centre,Scotland
Kyle Line Museum,Scotland
Glenesk Retreat & Folk Museum,Scotland
Cairngorm Mountain Railway,Scotland
Glenesk Retreat & Folk Museum,Scotland
Kilchurn Castle,Scotland
Scottish Crannog Centre,Scotland
Blair Castle,Scotland
Finlaggan,Scotland
Castle Stalker,Scotland
Blair Castle,Scotland
Lagg Distillery,Scotland
King's Cave,Scotland
Bonawe Iron Furnace,Scotland
Isle of Arran Distillery,Scotland
Brodick Castle,Scotland
Springbank,Scotland
Tat Leuk,Laos
Beihai Tunnel,Taiwan
Fu Wan Chocolate,Taiwan
National Human Rights Museum,Taiwan
Luye Plateau,Taiwan
Bulowan,Taiwan
Shihtiping Geopark,Taiwan
Nanzhuang Village,Taiwan
Ston Walls,Croatia
Moonlight Inn,Taiwan
Gospa Gusarica,Croatia
Bukovac House,Croatia
Maokong Gondola,"Taiwan,Taipei,Taipei's Suburbs"
Proizd,Croatia
Tvrdalj,Croatia
Pržina,Croatia
National Human Rights Museum,"Taiwan,Taipei,Taipei's Suburbs"
Wuling Farm,Taiwan
Church of the Assumption,Croatia
Blaca Hermitage,Croatia
Punta Rata,Croatia
Agroturizam Ktelanac,Croatia
Kornati National Park,Croatia
Issa Archaeological Museum,Croatia
Krka Monastery,Croatia
Zlatni Rat,Croatia
Paklenica National Park,Croatia
Collegiate Church of the Assumption,Croatia
St Mary’s Church,Croatia
Plitvice Lakes National Park,Croatia
Paradise Beach,Croatia
St Lucy's Church,Croatia
Sakarun Bay,Croatia
Supetar Cemetery,Croatia
Church of the Blessed Virgin,Croatia
Beli Beach,Croatia
Church of the Assumption,Croatia
Motovun: A History in Motion,Croatia
Castle,Croatia
St Blaise’s Church,Croatia
Trg Frane Petrića,Croatia
Plaža Girandella,Croatia
Lošinj Marine Education Centre,Croatia
"Church of Sts Vitus, Modest & Crescentia",Croatia
Morosini-Grimani Castle,Croatia
Aqua Iasae,Croatia
Church of Virgin Mary of Jerusalem,Croatia
Hai-Bar Yotvata Nature Reserve,Israel
City Museum,Croatia
Vučedol Culture Museum,Croatia
Kopački Rit Nature Park,Croatia
Baroque Church & Franciscan Monastery,Croatia
En Avdat National Park,Israel
Ein Bokek Beach,Israel
Žumberak Samoborsko Gorje Nature Park,Croatia
Open Museum of Photography,Israel
Golan Archaeological Museum,Israel
Old Town,Israel
Tzipori National Park,Israel
Cana Greek Orthodox Wedding Church & Monastery,Israel
Nahal Iyyun Nature Reserve,Israel
Beit Oliphant,Israel
Janco–Dada Museum,Israel
Housesteads Roman Fort & Museum,England
Pura Ulun Danu Bratan,Indonesia
Tishbi Winery,Israel
Castle Rushen,England
Norman Keep & Castle Museum,England
Needles Old & New Battery,England
Zennor Hill,England
Malham Cove,England
Halangy Down,England
Pura Dalem Sidan,Indonesia
Bali Bird Park,Indonesia
Orford Ness,England
Pura Luhur Ulu Watu,Indonesia
Kerobokan Beach,Indonesia
Marina della Lobra,Italy
Spiaggia Palinuro,Italy
Pantai Batu Bolong,Indonesia
Fiordo di Furore,Italy
Marina di Praia,Italy
Green Bowl Beach,Indonesia
Bodegas Castell Miquel,Spain
Coves de Campanet,Spain
Playa Blanca,Costa Rica
Reserva Playa Tortuga,Costa Rica
Punta Catedral,Costa Rica
Arenal EcoZoo,Costa Rica
Llanos de Cortés,Costa Rica
Churning of the Ocean of Milk,Cambodia
Catarata del Toro & the Blue Falls,Costa Rica
Atenas Railway Museum,Costa Rica
Wayag,Indonesia
Finca Verde Lodge,Costa Rica
Danau Habbema,Indonesia
Museum Loka Budaya,Indonesia
Tugu MacArthur,Indonesia
Pantai Ngurtavur,Indonesia
Benteng Revenge,Indonesia
Benteng Hollandia,Indonesia
Museum Kebudayaan dan Kemajuan Asmat,Indonesia
Pulau Mansinam,Indonesia
Bayon,Cambodia
Benteng Belgica,Indonesia
Ambarawa Train Station Museum,Indonesia
Weekuri Lagoon,Indonesia
Benteng Duurstede,Indonesia
Manusela National Park,Indonesia
Kraton,Indonesia
Sampela,Indonesia
Benteng Torre,Indonesia
Tasikoki Wildlife Rescue,Indonesia
Muesum Pinawetengan,Indonesia
Air Terjun Piala & Laumarang,Indonesia
Bada Valley,Indonesia
Benteng Otanaha,Indonesia
Air Terjun Saluopa,Indonesia
Tanjung Api,Indonesia
Mancong Longhouse,Indonesia
Danau Tempe,Indonesia
Museum Lapawawoi,Indonesia
Pantai Bara,Indonesia
Air Terjun Oehala,Indonesia
Maslete Village,Indonesia
Desa Takpala,Indonesia
Kelimutu National Park,Indonesia
Seventeen Islands Marine Park,Indonesia
Mata Jitu Waterfall,Indonesia
Pantai Mawan,"Indonesia,Nusa Tenggara"
Air Terjun Sindang Gila,Indonesia
Air Terjun Kelelawar,Indonesia
Way Kambas National Park,Indonesia
Pulau Sikandang,Indonesia
Tinggi Hari,Indonesia
Fort Marlborough,Indonesia
Banyu Wana Amertha Waterfalls,"Indonesia,Bali"
Pura Besakih,Indonesia
Pura Kehen,Indonesia
Gunung Kawi,Indonesia
Puri Agung Karangasem,Indonesia
Pemuteran Beach,Indonesia
Goa Gajah,Indonesia
Museum Pusaka Nias,Indonesia
Symon Studios,Indonesia
Pura Dalem Penetaran Ped,Indonesia
Pasifika Museum,Indonesia
Jimbaran Fish Market,Indonesia
Pura Dalem Ning Lan Taman Beji,Indonesia
Bingin Beach,Indonesia
Sadengan,Indonesia
Glenmore Plantation,Indonesia
Pulau Tabuhan,Indonesia
Pura Luhur Ulu Watu,Indonesia
Permisan Bay,Indonesia
Kawah Ijen,Indonesia
Kraton,Indonesia
Hotel Tugu Malang,Indonesia
Candi Jabung,Indonesia
Makam Bung Karno,Indonesia
Museum RA Kartini,Indonesia
Songgoriti,Indonesia
Kraton,Indonesia
Trowulan Museum,Indonesia
Picnic Dodol Factory,Indonesia
Sunan Kudus Tomb,Indonesia
Gunung Merapi National Park,Indonesia
Kebun Raya Cibodas,Indonesia
Grojogan Sewu,Indonesia
Cala Mondragó,Spain
Ermita de Betlem,Spain
Cala Llombards,Spain
Cap de Ses Salines,Spain
Coves del Drac,Spain
Capocorb Vell,Spain
Castell de Capdepera,Spain
Coves del Drac,Spain
Parc Nacional Marítim-Terrestre de l'Arxipèlag de Cabrera,Spain
Coves d’Artà,Spain
Museu Arqueològic de Son Fornés,Spain
Natura Parc,Spain
Bodegas Macià Batle,Spain
Can Planes,Spain
Casa-Museu Llorenç Villalonga,Spain
Museu Fra Juníper Serra,Spain
Ermita de Santa Magdalena,Spain
Platja de Sa Canova,Spain
Cala Tuent,Spain
Pollèntia,Spain
Monestir de Lluc,Spain
Forteresse Royale de Najac,France
Plaça d’Espanya,Spain
Moulin à Huile Jullien,France
Tour de Nonza,"France,Corsica"
Gorges de Daluis,France
Basilique de St-Julien,France
Église St-Joseph,France
Fontaines Pétrifiantes,France
Jardins de Marqueyssac,France
Platja des Coll Baix,Spain
Avize Viti Campus,France
Grotte de Lascaux,France
La Granja,Spain
Casa Robert Graves,Spain
Atelier Renoir,France
Abbaye Royale de Fontevraud,France
Abbaye de Clairvaux Monastery,France
Monestir de Lluc,Spain
Palma Aquarium,Spain
Palau de l'Almudaina,Spain
Monestir de Lluc,Spain
Illa de Sa Dragonera,Spain
Fundació Pilar i Joan Miró,Spain
Coves de Gènova,Spain
Monfort Bat Cave,Philippines
Tabon Caves,Philippines
Fort Pilar Museum,Philippines
Rock Formations,Philippines
Fundació Pilar i Joan Miró,Spain
Museo Dabawenyo,Philippines
Weather Station,Philippines
Divinubo Island,Philippines
Sambawan Island,Philippines
Paliton Beach,Philippines
Lake Danao Natural Park,Philippines
Lamanok Island,Philippines
Bakhawan EcoPark,Philippines
Fort San Andres,Philippines
Baslay Hot Springs,Philippines
Casaroro Falls,Philippines
Mt Guiting-Guiting Natural Park,Philippines
Hofileña Heritage House,Philippines
Cadimahan,Philippines
Navalas,Philippines
Mactan Shrine,Philippines
Paradise Beach,Philippines
Tulang Island,Philippines
Sablayan Prison Farm & Rainforest,Philippines
Luyang Cave,Philippines
Bait Market,Philippines
Tulang Island,Philippines
Mangyan Heritage Center,Philippines
Boac Cathedral,Philippines
Museo de Baler,Philippines
Buntod Sandbar,Philippines
Callao Cave,Philippines
Church of San Juan Bautista,Philippines
Julia Campbell Agroforest Memorial Park,Philippines
Blue Lagoon,Philippines
Paoay Church,Philippines
Bontoc Museum,Philippines
Church of St James,Philippines
Timbac Caves,Philippines
People’s Park in the Sky,Philippines
Battle of Bataan Museum,Philippines
Boldt Castle,Canada
San Luis Obispo Parish Church,Philippines
Virginia Falls,Canada
Morningstar Farm,"Canada,British Columbia"
Mistaken Point Ecological Reserve,Canada
Salt Plains Lookout,Canada
Mirador Era de la Platera,"Spain,Andalucía"
Cumberland Museum,"Canada,British Columbia"
Fortune Head Geology Centre,Canada
Newfoundland Pony Sanctuary,Canada
Mirador Salto del Gitano,Spain
Iglesia de Nuestra Señora de la Asunción & Museo Parroquial,Spain
Playa de Laida,"Spain,Basque Country"
Factoría Romana de Salazones,Spain
Praia das Rodas,Spain
Bodega Castro Rei,Spain
Iglesia de San Pedro,Spain
Playa de Berria,"Spain,Cantabria"
Monasterio de San Juan de la Peña,Spain
Illes Medes,Spain
Església de Sant Esteve,Spain
Castell de Begur,Spain
Parc Natural dels Aiguamolls de l’Empordà,Spain
Plaza Mayor,Spain
Tangwick Haa Museum,Scotland
Villa Romana La Olmeda,Spain
Catedral,Spain
Luskentyre,Scotland
Acueducto,Spain
Applecross Heritage Centre,Scotland
Orkneyinga Saga Centre,Scotland
Sumburgh Head Visitor Centre,Scotland
Kinloch Castle,Scotland
Dunnet Head,Scotland
Highland Wildlife Park,Scotland
Castle of Mey,Scotland
Achamore Gardens,Scotland
RSPB Loch Garten Osprey Centre,Scotland
Meigle Museum,Scotland
Heart of Argyll Wildlife Organisation,Scotland
Skipness Castle,Scotland
Blair Castle,Scotland
Kniivilä,Finland
Kagyu Samye Ling,Scotland
Korpo kyrka,Finland
Närpes Church,Finland
Hossa National Park,Finland
Villa Mairea,Finland
Örö Fortress,Finland
Reposaari,Finland
Nagu kyrka,Finland
Pargas Hembygdsmuseum,Finland
Linnansaari National Park,Finland
Kustavin Kirkka,Finland
Valamon Luostari,Finland
Fiskars Museum,Finland
Big Talbot Island State Park,"USA,Florida"
Bob Wills Museum,"USA,Texas"
Wizarding World of Harry Potter,"USA,Florida"
Venice Beach,"USA,Florida"
Elliott Museum,"USA,Florida"
Frontier Texas!,"USA,Texas"
Wakodahatchee Wetland,"USA,Florida"
Buddy Holly Center,"USA,Texas"
Fort McKavett State Historical Park,"USA,Texas"
Big Spring State Park,"USA,Texas"
Target Marathon,"USA,Texas"
Palo Duro Canyon State Park,"USA,Texas"
Permian Basin Petroleum Museum,"USA,Texas"
Barton Warnock Visitor Center,"USA,Texas"
Republic of the Rio Grande Museum,"USA,Texas"
Aztec Theater,"USA,Texas"
Permian High School,"USA,Texas"
Val Verde Winery,"USA,Texas"
Sabal Palm Sanctuary,"USA,Texas"
"Sea Turtle, Inc","USA,Texas"
Sabal Palm Sanctuary,"USA,Texas"
Museum of South Texas History,"USA,Texas"
Old Victoria County Courthouse,"USA,Texas"
Padre Island National Seashore,"USA,Texas"
Goose Island State Park,"USA,Texas"
Presidio La Bahia,"USA,Texas"
Museum of the Gulf Coast,"USA,Texas"
Aransas National Wildlife Refuge,"USA,Texas"
Caddo Lake State Park,"USA,Texas"
Stark Museum of Art,"USA,Texas"
Spindletop & Gladys City Boomtown Museum,"USA,Texas"
Enoch's Stomp,"USA,Texas"
San José Island,"USA,Texas"
Aransas National Wildlife Refuge,"USA,Texas"
Caddo Lake State Park,"USA,Texas"
Oak Grove Cemetery,"USA,Texas"
Enchanted Rock State Natural Area,"USA,Texas"
Sam Houston Memorial Museum,"USA,Texas"
Wittliff Collections,"USA,Texas"
George Bush Presidential Library & Museum,"USA,Texas"
Bella Vista Ranch,"USA,Texas"
Louise Hays City Park,"USA,Texas"
Talisker Distillery,Scotland
Spar Cave,Scotland
Torabhaig Distillery,Scotland
Cave Without a Name,"USA,Texas"
Waco Mammoth National Monument,"USA,Texas"
Scalloway Museum,Scotland
Dunrobin Castle,Scotland
Strathnaver Museum,Scotland
Inverewe Garden,Scotland
Glenmorangie,Scotland
Glenfinnan Station Museum,Scotland
Tarbat Discovery Centre,Scotland
Falls of Shin,Scotland
Hugh Miller’s Cottage & Museum,Scotland
Ardnamurchan Lighthouse,Scotland
Kilchurn Castle,Scotland
An Cridhe,Scotland
Iona Abbey,Scotland
"Land, Sea & Islands Visitor Centre",Scotland
Skerryvore Lighthouse Museum,Scotland
Glengorm Castle,Scotland
Ardalanish Weavers,Scotland
Hill House,Scotland
Duart Castle,Scotland
Benmore Botanic Garden,Scotland
Loch Lomond & the Trossachs National Park,Scotland
Macquarie Mausoleum,Scotland
Finlaggan,Scotland
Findhorn Foundation,Scotland
Fordyce,Scotland
Grampian Transport Museum,Scotland
Edzell Castle,Scotland
House of Dun,Scotland
Huntly Castle,Scotland
Broughty Castle Museum,Scotland
Discovery Point,Scotland
Wat Tha Ton,"Thailand,Chiang Mai Province"
Duff House,Scotland
Queen’s View Visitor Centre,Scotland
MacDiarmid Memorial,Scotland
Heart of Hawick,Scotland
Gamlabúð,Iceland
Aldeyjarfoss,Iceland
Fjaðrárgljúfur,Iceland
Eggin í Gleðivík,Iceland
Hafnarhólmi,Iceland
Laki,Iceland
Lómagnúpur,Iceland
Aldeyjarfoss,Iceland
Fólkvangur Neskaupstaðar,Iceland
Íslenska Stríðsárasafnið,Iceland
Helgustaðanáma,Iceland
Wilderness Center,Iceland
Hafnarhólmi,Iceland
Leirhnjúkur,Iceland
